Year,Team,Rank,Name,Pos,WAR,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,url,player_id
2019,LG,6,김민성,19  3B,1.84,1.87,-0.03,107,401,396,361,44,94,16,0,8,134,50,2,1,30,4,0,75,12,5,1,0.260,0.323,0.371,0.694,-0.004,100.7,/player/?m=playerinfo&p_no=10238,10238
2019,LG,7,이천웅,19  CF,1.61,3.68,-2.06,138,613,608,546,88,168,24,3,2,204,48,21,10,57,5,1,82,13,4,1,0.308,0.378,0.374,0.752,0.011,113.0,/player/?m=playerinfo&p_no=10935,10935
2019,LG,8,정주현,19  2B,1.18,0.22,0.96,129,425,409,376,53,87,19,2,2,116,27,15,6,31,1,0,91,10,16,1,0.231,0.291,0.309,0.600,-0.044,67.4,/player/?m=playerinfo&p_no=10480,10480
2019,두산,1,박세혁,19  C,6.03,2.98,3.05,137,505,495,441,58,123,19,9,4,172,63,8,2,41,7,1,68,5,10,6,0.279,0.345,0.390,0.735,0.009,111.2,/player/?m=playerinfo&p_no=10891,10891
2019,두산,2,페르난데스,19  DH,5.73,7.49,-1.76,144,645,643,572,87,197,34,0,15,276,88,1,2,61,6,4,54,16,0,6,0.344,0.409,0.483,0.892,0.069,162.0,/player/?m=playerinfo&p_no=13927,13927
2019,두산,3,오재일,19  1B,5.14,4.97,0.17,130,529,529,467,76,137,29,1,21,231,102,2,1,55,3,1,99,5,0,4,0.293,0.369,0.495,0.864,0.048,144.6,/player/?m=playerinfo&p_no=10400,10400
2019,두산,4,박건우,19  RF,5.13,5.59,-0.46,127,537,536,458,83,146,27,5,10,213,64,12,3,60,7,0,57,23,1,11,0.319,0.397,0.465,0.862,0.053,148.4,/player/?m=playerinfo&p_no=10189,10189
2019,두산,5,김재호,19  SS,4.53,2.82,1.71,130,470,460,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,0.268,0.379,0.358,0.737,0.012,114.1,/player/?m=playerinfo&p_no=10174,10174
2019,두산,6,정수빈,19  CF,3.79,2.54,1.25,123,513,509,441,75,117,19,5,0,146,41,26,8,57,6,0,60,6,4,5,0.265,0.354,0.331,0.685,-0.003,101.6,/player/?m=playerinfo&p_no=10195,10195
2019,두산,7,김재환,19  LF,3.49,4.10,-0.61,136,574,570,495,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,0.283,0.362,0.434,0.796,0.023,123.5,/player/?m=playerinfo&p_no=10643,10643
2019,두산,8,허경민,19  3B,3.03,3.08,-0.05,133,540,536,475,71,137,25,1,4,176,60,11,5,34,17,2,36,16,3,11,0.288,0.350,0.371,0.721,0.008,110.8,/player/?m=playerinfo&p_no=10184,10184
2019,두산,9,류지혁,19  SS,1.78,0.87,0.92,118,316,310,276,36,69,6,2,0,79,34,18,5,24,7,0,40,6,6,3,0.250,0.323,0.286,0.609,-0.026,82.4,/player/?m=playerinfo&p_no=10894,10894
2019,두산,10,최주환,19  2B,0.79,1.09,-0.30,87,325,325,285,27,79,13,0,4,104,47,0,0,28,1,0,35,10,0,11,0.277,0.332,0.365,0.697,-0.014,91.9,/player/?m=playerinfo&p_no=10182,10182
2019,한화,1,호잉,19  RF,5.11,3.88,1.23,124,525,522,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,0.284,0.340,0.460,0.800,0.020,121.0,/player/?m=playerinfo&p_no=13069,13069
2019,한화,2,최재훈,19  C,4.96,3.29,1.68,135,451,447,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,0.290,0.398,0.362,0.760,0.030,128.7,/player/?m=playerinfo&p_no=10170,10170
2019,한화,3,정은원,19  2B,2.20,1.97,0.23,142,624,618,564,83,148,27,6,8,211,57,14,7,48,0,0,101,6,6,6,0.262,0.317,0.374,0.691,-0.017,89.7,/player/?m=playerinfo&p_no=13137,13137
2019,한화,4,김태균,19  DH,1.88,3.72,-1.84,127,500,497,433,47,132,21,0,6,171,62,3,0,54,5,5,94,15,0,8,0.305,0.382,0.395,0.777,0.025,124.8,/player/?m=playerinfo&p_no=10552,10552
2019,한화,5,이성열,19  RF,1.30,3.49,-2.18,129,476,475,414,60,106,21,1,21,192,85,8,4,48,9,1,114,7,1,4,0.256,0.343,0.464,0.807,0.025,125.1,/player/?m=playerinfo&p_no=10168,10168
2019,한화,6,송광민,19  3B,0.67,0.81,-0.15,122,486,483,454,50,120,21,0,7,162,51,8,2,21,3,0,91,18,3,5,0.264,0.298,0.357,0.655,-0.034,75.3,/player/?m=playerinfo&p_no=10555,10555
2019,한화,7,오선진,19  SS,0.37,0.39,-0.02,122,453,443,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,0.224,0.307,0.288,0.595,-0.043,68.3,/player/?m=playerinfo&p_no=10557,10557
2019,한화,8,장진혁,19  CF,0.20,0.97,-0.77,113,349,347,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,0.254,0.320,0.346,0.666,-0.020,86.8,/player/?m=playerinfo&p_no=12583,12583
2019,SK_SSG,1,최정,19  3B,6.14,6.12,0.02,141,606,603,503,86,147,27,0,29,261,99,3,2,69,26,6,92,4,0,8,0.292,0.399,0.519,0.918,0.053,148.8,/player/?m=playerinfo&p_no=10106,10106
2019,SK_SSG,2,로맥,19  1B,3.35,5.51,-2.16,137,589,589,504,86,139,28,1,29,256,95,6,3,73,6,3,117,11,0,6,0.276,0.370,0.508,0.878,0.045,142.3,/player/?m=playerinfo&p_no=12991,12991
2019,SK_SSG,3,고종욱,19  LF,3.07,3.27,-0.21,137,513,512,492,76,159,25,7,3,207,56,31,10,18,1,1,89,5,0,2,0.323,0.347,0.421,0.768,0.012,113.8,/player/?m=playerinfo&p_no=10659,10659
2019,SK_SSG,4,김강민,19  CF,2.13,0.88,1.25,127,460,458,422,54,114,14,2,8,156,50,15,8,31,4,3,103,2,0,3,0.270,0.324,0.370,0.694,-0.030,78.5,/player/?m=playerinfo&p_no=10108,10108
2019,SK_SSG,5,노수광,19  LF,2.01,1.28,0.73,117,445,436,388,69,97,16,1,2,121,28,27,10,46,2,0,68,1,9,0,0.250,0.333,0.312,0.645,-0.024,84.1,/player/?m=playerinfo&p_no=11268,11268
2019,SK_SSG,6,한동민,19  RF,1.76,2.82,-1.06,125,502,500,427,52,113,20,0,12,169,52,0,1,55,20,4,100,6,0,0,0.265,0.375,0.396,0.771,0.010,111.9,/player/?m=playerinfo&p_no=10815,10815
2019,SK_SSG,7,정의윤,19  LF,1.51,2.50,-0.98,110,419,417,380,44,107,24,0,13,170,59,0,0,30,6,1,60,9,0,2,0.282,0.342,0.447,0.789,0.010,112.0,/player/?m=playerinfo&p_no=10655,10655
2019,SK_SSG,8,이재원,19  C,0.74,1.95,-1.21,139,502,500,451,33,121,19,0,12,176,75,1,0,34,9,2,59,16,1,7,0.268,0.327,0.390,0.717,-0.010,95.5,/player/?m=playerinfo&p_no=10082,10082
2019,SK_SSG,9,김성현,19  SS,0.00,0.30,-0.31,144,472,464,426,45,105,16,2,1,128,34,6,2,33,2,0,43,15,8,3,0.246,0.302,0.300,0.602,-0.045,66.5,/player/?m=playerinfo&p_no=10636,10636
2019,넥센_키움,1,박병호,19  1B,7.80,7.21,0.59,122,532,528,432,92,121,22,0,33,242,98,0,1,78,13,5,117,7,0,9,0.280,0.398,0.560,0.958,0.088,178.1,/player/?m=playerinfo&p_no=10470,10470
2019,넥센_키움,2,김하성,19  SS,7.08,6.90,0.18,139,625,622,540,112,166,38,2,19,265,104,33,4,70,7,4,80,12,1,7,0.307,0.389,0.491,0.880,0.055,150.0,/player/?m=playerinfo&p_no=11224,11224
2019,넥센_키움,3,샌즈,19  RF,4.86,7.55,-2.69,139,613,612,525,100,160,39,1,28,285,113,1,2,77,6,1,101,17,0,5,0.305,0.396,0.543,0.939,0.074,166.7,/player/?m=playerinfo&p_no=13288,13288
2019,넥센_키움,4,이정후,19  LF,4.53,5.30,-0.77,140,630,627,574,91,193,31,10,6,262,68,13,7,45,4,0,40,15,3,4,0.336,0.386,0.456,0.842,0.038,135.6,/player/?m=playerinfo&p_no=12906,12906
2019,넥센_키움,5,박동원,19  C,3.56,2.69,0.87,112,361,354,317,50,94,15,1,10,141,55,1,0,34,2,0,56,10,7,1,0.297,0.367,0.445,0.812,0.027,126.4,/player/?m=playerinfo&p_no=10387,10387
2019,넥센_키움,6,김혜성,19  2B,3.06,1.60,1.45,122,387,383,348,57,96,16,7,0,126,32,20,3,29,2,1,85,4,4,4,0.276,0.332,0.362,0.694,-0.014,91.8,/player/?m=playerinfo&p_no=12905,12905
2019,넥센_키움,7,서건창,19  2B,2.53,2.96,-0.43,113,486,482,426,67,128,23,3,2,163,41,17,3,49,3,1,50,5,3,5,0.300,0.373,0.383,0.756,0.009,111.6,/player/?m=playerinfo&p_no=10855,10855
2019,넥센_키움,8,이지영,19  C,0.73,0.39,0.34,106,331,325,308,40,87,5,1,1,97,39,5,1,15,1,1,28,14,6,1,0.282,0.317,0.315,0.632,-0.038,71.9,/player/?m=playerinfo&p_no=10312,10312
2019,넥센_키움,9,송성문,19  3B,-0.01,-0.12,0.11,103,335,331,308,33,70,12,5,3,101,34,2,1,19,0,0,53,7,4,4,0.227,0.269,0.328,0.597,-0.054,58.6,/player/?m=playerinfo&p_no=11376,11376
2019,넥센_키움,10,임병욱,19  CF,-0.06,0.55,-0.61,117,419,413,379,39,92,17,5,0,119,41,10,2,23,11,0,110,6,6,0,0.243,0.305,0.314,0.619,-0.040,70.1,/player/?m=playerinfo&p_no=11226,11226
2019,넥센_키움,11,장영석,19  3B,-0.46,0.90,-1.36,119,413,413,372,41,92,15,0,7,128,62,0,0,27,9,0,77,14,0,5,0.247,0.310,0.344,0.654,-0.028,80.2,/player/?m=playerinfo&p_no=10404,10404
2019,NC,1,양의지,19  C,6.21,6.20,0.00,118,459,455,390,61,138,26,0,20,224,68,4,3,48,15,4,43,13,0,6,0.354,0.438,0.574,1.012,0.086,176.6,/player/?m=playerinfo&p_no=10165,10165
2019,NC,2,박민우,19  2B,5.83,4.70,1.13,125,526,523,468,89,161,23,8,1,203,45,18,7,41,9,1,40,10,2,6,0.344,0.403,0.434,0.837,0.039,136.6,/player/?m=playerinfo&p_no=11137,11137
2019,NC,3,노진혁,19  SS,4.07,2.06,2.01,110,390,383,348,51,92,23,2,13,158,43,0,1,31,2,2,80,7,6,3,0.264,0.326,0.454,0.780,0.004,106.9,/player/?m=playerinfo&p_no=11165,11165
2019,NC,4,박석민,19  3B,3.06,3.99,-0.93,112,444,439,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,4,3,0.267,0.393,0.478,0.871,0.045,141.8,/player/?m=playerinfo&p_no=10322,10322
2019,NC,5,김태진,19  LF,2.64,1.23,1.42,123,399,394,374,44,103,14,5,5,142,46,12,4,16,1,0,67,3,5,3,0.275,0.305,0.380,0.685,-0.018,88.9,/player/?m=playerinfo&p_no=11244,11244
2019,NC,6,권희동,19  RF,1.99,2.42,-0.44,116,413,407,348,37,89,17,0,6,124,41,3,0,50,7,1,60,10,5,3,0.256,0.358,0.356,0.714,0.008,110.4,/player/?m=playerinfo&p_no=11172,11172
2019,NC,7,모창민,19  1B,1.32,2.33,-1.01,101,386,385,341,49,104,21,2,10,159,55,3,2,31,3,1,62,8,0,11,0.305,0.358,0.466,0.824,0.013,114.6,/player/?m=playerinfo&p_no=10093,10093
2019,NC,8,김성욱,19  CF,1.21,0.80,0.41,116,333,323,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,0.230,0.302,0.387,0.689,-0.026,82.4,/player/?m=playerinfo&p_no=11153,11153
2019,KT,1,로하스,19  LF,6.47,6.62,-0.15,142,578,577,521,68,168,30,3,24,276,104,4,4,49,3,5,120,4,0,5,0.322,0.381,0.530,0.911,0.066,159.8,/player/?m=playerinfo&p_no=12995,12995
2019,KT,2,황재균,19  3B,6.16,3.85,2.31,124,507,505,448,78,127,16,3,20,209,67,10,7,52,2,2,71,10,0,5,0.283,0.357,0.467,0.824,0.029,128.2,/player/?m=playerinfo&p_no=10407,10407
2019,KT,3,강백호,19  RF,4.62,5.69,-1.07,116,505,501,438,72,147,29,1,13,217,65,9,5,61,2,4,87,11,0,4,0.336,0.416,0.495,0.911,0.063,157.2,/player/?m=playerinfo&p_no=13168,13168
2019,KT,4,심우준,19  SS,4.07,1.40,2.67,138,433,421,391,54,109,13,1,3,133,28,24,3,23,6,0,68,7,12,1,0.279,0.328,0.340,0.668,-0.025,83.1,/player/?m=playerinfo&p_no=11334,11334
2019,KT,5,박경수,19  2B,3.74,1.87,1.87,137,490,485,421,43,104,24,0,10,158,65,0,1,55,4,1,102,14,4,6,0.247,0.335,0.375,0.710,-0.010,95.1,/player/?m=playerinfo&p_no=10469,10469
2019,KT,6,유한준,19  RF,3.03,4.71,-1.69,139,562,561,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.033,132.0,/player/?m=playerinfo&p_no=10627,10627
2019,KT,7,김민혁,19  LF,2.26,1.50,0.76,127,521,516,466,68,131,10,1,0,143,32,22,10,32,13,0,61,8,5,5,0.281,0.341,0.307,0.648,-0.022,85.4,/player/?m=playerinfo&p_no=11339,11339
2019,KT,8,장성우,19  C,1.82,0.61,1.21,127,413,407,366,25,96,7,0,7,124,41,0,1,35,2,2,86,11,4,6,0.262,0.325,0.339,0.664,-0.027,80.8,/player/?m=playerinfo&p_no=10235,10235
2019,KT,9,오태곤,19  1B,1.17,1.45,-0.29,123,392,389,352,63,88,16,1,6,124,35,19,2,31,4,0,78,8,3,2,0.250,0.316,0.352,0.668,-0.019,87.8,/player/?m=playerinfo&p_no=10249,10249
2020,삼성,1,박해민,20  CF,5.48,2.01,3.48,132,541,534,489,84,142,18,5,11,203,55,34,12,39,3,1,77,7,7,3,0.290,0.345,0.415,0.760,-0.015,91.6,/player/?m=playerinfo&p_no=11190,11190
2020,삼성,2,구자욱,20  RF,3.96,3.81,0.15,118,510,508,446,70,137,27,2,15,213,78,19,5,51,8,3,91,4,1,4,0.307,0.385,0.478,0.863,0.029,124.9,/player/?m=playerinfo&p_no=10892,10892
2020,삼성,3,강민호,20  C,3.11,2.17,0.94,119,393,392,355,46,102,14,0,19,173,61,0,0,31,4,2,54,17,0,3,0.287,0.349,0.487,0.836,0.008,108.7,/player/?m=playerinfo&p_no=10232,10232
2020,삼성,4,김상수,20  2B,3.06,3.19,-0.13,120,471,469,404,71,123,18,3,5,162,47,10,3,55,8,1,55,16,2,2,0.304,0.397,0.401,0.798,0.020,118.0,/player/?m=playerinfo&p_no=10320,10320
2020,삼성,5,김동엽,20  LF,1.85,2.80,-0.95,115,451,450,413,60,129,21,0,20,210,74,4,4,29,4,0,79,14,1,4,0.312,0.360,0.508,0.868,0.017,115.4,/player/?m=playerinfo&p_no=12548,12548
2020,삼성,6,이원석,20  3B,0.14,1.75,-1.61,121,467,466,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,0.268,0.341,0.407,0.748,-0.010,95.2,/player/?m=playerinfo&p_no=10180,10180
2020,KIA,1,최형우,20  DH,6.59,7.57,-0.98,140,600,596,522,93,185,37,1,28,308,115,0,0,70,5,5,101,9,0,3,0.354,0.433,0.590,1.023,0.089,169.8,/player/?m=playerinfo&p_no=10344,10344
2020,KIA,2,터커,20  RF,3.46,5.96,-2.51,142,631,628,542,100,166,40,0,32,302,113,0,2,76,9,3,67,12,0,4,0.306,0.398,0.557,0.955,0.055,144.2,/player/?m=playerinfo&p_no=14224,14224
2020,KIA,3,김선빈,20  2B,2.43,2.52,-0.09,85,351,350,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,0.330,0.406,0.403,0.809,0.027,123.4,/player/?m=playerinfo&p_no=10008,10008
2020,KIA,4,나지완,20  LF,2.01,3.85,-1.84,137,556,556,468,73,136,19,1,17,208,92,0,0,64,18,1,114,6,0,6,0.291,0.392,0.444,0.836,0.024,121.3,/player/?m=playerinfo&p_no=10030,10030
2020,KIA,5,최원준,20  CF,1.08,3.02,-1.94,123,412,403,359,72,117,16,6,2,151,35,14,3,33,6,0,35,1,9,5,0.326,0.387,0.421,0.808,0.026,122.0,/player/?m=playerinfo&p_no=12534,12534
2020,KIA,6,유민상,20  1B,-0.25,1.36,-1.62,126,456,453,391,38,96,23,0,8,143,65,0,0,53,6,1,80,14,2,4,0.246,0.341,0.366,0.707,-0.017,90.0,/player/?m=playerinfo&p_no=10895,10895
2020,KIA,7,박찬호,20  SS,-0.77,-1.32,0.55,141,531,519,480,63,107,16,0,3,132,36,15,8,36,0,0,87,14,12,3,0.223,0.276,0.275,0.551,-0.082,41.6,/player/?m=playerinfo&p_no=11261,11261
2020,롯데,1,손아섭,20  RF,5.49,5.78,-0.29,141,611,608,540,98,190,43,0,11,266,85,5,0,61,2,4,56,9,1,7,0.352,0.415,0.493,0.908,0.051,141.6,/player/?m=playerinfo&p_no=10261,10261
2020,롯데,2,마차도,20  SS,4.53,3.09,1.43,144,560,554,486,79,136,31,1,12,205,67,15,1,54,8,2,60,20,4,8,0.280,0.356,0.422,0.778,0.006,107.0,/player/?m=playerinfo&p_no=14629,14629
2020,롯데,3,전준우,20  LF,3.27,3.61,-0.34,143,628,625,562,95,157,34,1,26,271,96,5,5,52,8,0,79,21,3,3,0.279,0.347,0.482,0.829,0.012,112.2,/player/?m=playerinfo&p_no=10266,10266
2020,롯데,4,한동희,20  3B,2.74,2.43,0.31,135,531,526,461,62,128,22,0,17,201,67,0,3,57,5,0,97,15,5,3,0.278,0.361,0.436,0.797,0.003,105.0,/player/?m=playerinfo&p_no=13145,13145
2020,롯데,5,정훈,20  1B,2.29,3.17,-0.87,111,476,474,410,72,121,19,1,11,175,58,11,1,56,4,0,85,8,2,4,0.295,0.382,0.427,0.809,0.018,116.2,/player/?m=playerinfo&p_no=10253,10253
2020,롯데,6,김준태,20  C,2.18,0.71,1.48,128,369,366,306,38,69,12,2,5,100,43,2,2,56,1,0,64,5,3,3,0.225,0.344,0.327,0.671,-0.026,83.0,/player/?m=playerinfo&p_no=10835,10835
2020,롯데,7,이대호,20  DH,1.89,3.05,-1.16,144,611,606,542,67,158,27,0,20,245,110,1,0,53,5,9,68,21,0,11,0.292,0.354,0.452,0.806,0.005,106.9,/player/?m=playerinfo&p_no=10251,10251
2020,롯데,8,안치홍,20  2B,0.71,1.62,-0.91,124,460,454,412,49,118,28,0,8,170,54,14,3,35,7,2,47,11,4,2,0.286,0.351,0.413,0.764,-0.016,90.6,/player/?m=playerinfo&p_no=10014,10014
2020,롯데,9,민병헌,20  CF,-1.35,-0.48,-0.87,109,342,336,309,42,72,12,0,2,90,23,10,6,21,5,1,62,12,5,2,0.233,0.291,0.291,0.582,-0.063,55.3,/player/?m=playerinfo&p_no=10188,10188
2020,LG,1,오지환,20  SS,7.41,3.87,3.54,141,591,585,527,95,158,41,7,10,243,71,20,8,45,9,1,116,4,5,5,0.300,0.362,0.461,0.823,0.018,116.1,/player/?m=playerinfo&p_no=10475,10475
2020,LG,2,홍창기,20  RF,5.10,4.08,1.03,135,507,503,408,87,114,29,6,5,170,39,11,5,83,10,1,87,8,3,3,0.279,0.411,0.417,0.828,0.037,130.6,/player/?m=playerinfo&p_no=12546,12546
2020,LG,3,김현수,20  LF,4.97,6.29,-1.31,142,619,619,547,98,181,35,2,22,286,119,0,2,63,2,7,53,9,0,7,0.331,0.397,0.523,0.920,0.063,150.4,/player/?m=playerinfo&p_no=10187,10187
2020,LG,4,라모스,20  1B,4.81,5.62,-0.81,117,494,493,431,74,120,17,2,38,255,86,2,0,55,4,5,136,7,0,4,0.278,0.362,0.592,0.954,0.076,160.2,/player/?m=playerinfo&p_no=14592,14592
2020,LG,5,이형종,20  LF,2.98,3.09,-0.11,81,323,322,287,41,85,17,2,17,157,50,1,0,27,7,1,61,7,0,2,0.296,0.368,0.547,0.915,0.050,140.8,/player/?m=playerinfo&p_no=12516,12516
2020,LG,6,채은성,20  RF,1.99,2.83,-0.84,109,464,464,416,59,122,17,2,15,188,88,0,3,32,9,1,69,12,0,7,0.293,0.351,0.452,0.803,0.016,115.2,/player/?m=playerinfo&p_no=11215,11215
2020,LG,7,유강남,20  C,1.37,1.95,-0.58,137,478,475,429,51,112,18,0,16,178,74,1,1,32,13,1,84,18,2,2,0.261,0.330,0.415,0.745,-0.006,98.6,/player/?m=playerinfo&p_no=10753,10753
2020,LG,8,정주현,20  2B,0.60,0.44,0.16,134,371,362,328,50,81,10,4,4,111,30,8,7,29,3,0,63,6,9,2,0.247,0.312,0.338,0.650,-0.033,78.2,/player/?m=playerinfo&p_no=10480,10480
2020,LG,9,김민성,20  3B,0.54,1.01,-0.47,87,333,328,297,29,79,20,0,5,114,47,2,1,24,4,2,66,8,4,4,0.266,0.325,0.384,0.709,-0.018,89.5,/player/?m=playerinfo&p_no=10238,10238
2020,LG,10,이천웅,20  CF,0.08,0.68,-0.60,89,359,357,312,44,80,11,2,3,104,36,8,5,35,4,0,44,7,2,6,0.256,0.333,0.333,0.666,-0.031,79.0,/player/?m=playerinfo&p_no=10935,10935
2020,두산,1,최주환,20  2B,5.30,4.61,0.68,140,574,570,509,63,156,29,4,16,241,88,2,2,47,7,5,66,7,1,10,0.306,0.366,0.473,0.839,0.038,131.3,/player/?m=playerinfo&p_no=10182,10182
2020,두산,2,페르난데스,20  DH,4.96,6.42,-1.45,144,668,667,586,104,199,29,0,21,291,105,0,1,58,13,1,42,26,0,11,0.340,0.404,0.497,0.901,0.055,144.8,/player/?m=playerinfo&p_no=13927,13927
2020,두산,3,박건우,20  RF,4.21,4.56,-0.34,129,551,547,487,103,148,40,0,14,230,70,8,2,42,12,2,65,9,3,7,0.304,0.369,0.472,0.841,0.038,131.7,/player/?m=playerinfo&p_no=10189,10189
2020,두산,4,허경민,20  3B,4.21,3.09,1.11,117,487,484,437,70,145,25,1,7,193,58,14,6,35,5,2,28,10,3,7,0.332,0.382,0.442,0.824,0.018,116.2,/player/?m=playerinfo&p_no=10184,10184
2020,두산,5,김재환,20  LF,3.58,5.34,-1.76,140,614,613,516,82,137,26,1,30,255,113,6,0,91,1,3,154,14,0,6,0.266,0.373,0.494,0.867,0.043,135.6,/player/?m=playerinfo&p_no=10643,10643
2020,두산,6,정수빈,20  CF,3.35,3.09,0.26,141,559,552,490,84,146,17,8,5,194,59,15,6,55,2,3,56,10,7,5,0.298,0.368,0.396,0.764,0.008,109.0,/player/?m=playerinfo&p_no=10195,10195
2020,두산,7,오재일,20  1B,2.75,4.34,-1.59,127,534,533,471,62,147,32,0,16,227,89,2,1,61,0,1,92,12,0,2,0.312,0.390,0.482,0.872,0.039,132.5,/player/?m=playerinfo&p_no=10400,10400
2020,두산,8,김재호,20  SS,2.14,2.02,0.12,120,458,455,402,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,0.289,0.362,0.346,0.708,-0.004,100.0,/player/?m=playerinfo&p_no=10174,10174
2020,두산,9,박세혁,20  C,2.07,1.48,0.59,124,423,414,360,47,97,18,2,4,131,51,5,3,35,12,0,45,7,9,7,0.269,0.348,0.364,0.712,-0.015,91.6,/player/?m=playerinfo&p_no=10891,10891
2020,한화,1,최재훈,20  C,3.52,2.30,1.22,126,389,384,339,46,102,19,0,3,130,36,0,0,29,16,0,44,7,5,0,0.301,0.383,0.383,0.766,0.015,114.1,/player/?m=playerinfo&p_no=10170,10170
2020,한화,2,정진호,20  RF,2.12,1.09,1.03,113,326,315,282,30,78,14,1,2,100,19,9,7,29,3,1,50,5,10,2,0.277,0.348,0.355,0.703,-0.009,96.2,/player/?m=playerinfo&p_no=10645,10645
2020,한화,3,반즈,20  RF,2.01,1.67,0.34,74,319,318,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,0.265,0.342,0.428,0.770,0.005,106.6,/player/?m=playerinfo&p_no=14741,14741
2020,한화,4,이용규,20  CF,0.72,2.21,-1.49,120,487,485,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,0.286,0.381,0.337,0.718,-0.003,100.7,/player/?m=playerinfo&p_no=10035,10035
2020,한화,5,노시환,20  3B,0.39,0.46,-0.06,106,387,385,346,46,76,18,2,12,134,43,0,1,33,6,1,116,8,1,1,0.220,0.298,0.387,0.685,-0.038,73.8,/player/?m=playerinfo&p_no=14125,14125
2020,SK_SSG,1,최정,20  3B,5.33,4.99,0.34,133,553,553,452,90,122,22,0,33,243,96,8,3,75,20,1,98,7,0,6,0.270,0.392,0.538,0.930,0.047,138.5,/player/?m=playerinfo&p_no=10106,10106
2020,SK_SSG,2,로맥,20  1B,5.01,5.66,-0.65,139,586,583,485,85,137,32,0,32,265,91,4,2,91,6,5,116,5,0,4,0.282,0.399,0.546,0.945,0.055,144.4,/player/?m=playerinfo&p_no=12991,12991
2020,SK_SSG,3,김강민,20  CF,1.87,1.28,0.60,122,327,320,289,39,73,11,1,12,122,45,7,5,27,4,2,62,10,5,2,0.253,0.323,0.422,0.745,-0.006,98.0,/player/?m=playerinfo&p_no=10108,10108
2020,SK_SSG,4,김성현,20  SS,1.85,0.77,1.08,133,392,381,343,34,93,9,1,2,110,25,1,1,30,5,0,27,10,11,3,0.271,0.336,0.321,0.657,-0.028,81.7,/player/?m=playerinfo&p_no=10636,10636
2020,SK_SSG,5,최지훈,20  RF,1.71,0.63,1.09,127,520,512,466,66,120,19,5,1,152,27,18,6,38,5,0,80,4,8,3,0.258,0.318,0.326,0.644,-0.041,71.8,/player/?m=playerinfo&p_no=14587,14587
2020,넥센_키움,1,김하성,20  SS,8.10,7.29,0.82,138,622,617,533,111,163,24,1,30,279,109,23,2,75,8,3,68,12,3,3,0.306,0.397,0.523,0.920,0.071,156.1,/player/?m=playerinfo&p_no=11224,11224
2020,넥센_키움,2,이정후,20  LF,7.24,6.12,1.13,140,617,611,544,85,181,49,5,15,285,101,12,2,59,4,6,47,16,2,8,0.333,0.397,0.524,0.921,0.055,143.9,/player/?m=playerinfo&p_no=12906,12906
