Year,Team,Rank,Name,Pos,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,url,player_id
2022,두산,3,스탁,22  P,2.68,29,29,0,0,0,0,9,10,0,0,165.0,66,87,83.95,722,162,24,2,9,83,10,0,138,9,0,12,3.60,4.75,4.58,4.74,4.09,1.48,/player/?m=playerinfo&p_no=14999,14999
2022,한화,1,김민우,22  P,3.09,29,29,0,1,1,0,6,11,0,0,163.0,79,82,78.00,711,143,40,1,16,84,8,8,129,9,0,13,4.36,4.53,4.31,4.33,4.61,1.39,/player/?m=playerinfo&p_no=11410,11410
2022,한화,2,장민재,22  P,3.03,32,25,7,1,0,0,7,8,0,0,126.2,50,54,54.00,531,124,18,2,15,39,4,1,75,6,0,3,3.55,3.84,3.84,3.82,4.74,1.29,/player/?m=playerinfo&p_no=10610,10610
2022,SK_SSG,1,김광현,22  P,6.44,28,28,0,0,0,0,13,3,0,0,173.1,41,48,48.00,694,141,16,2,10,45,5,2,153,9,0,1,2.13,2.49,2.49,2.44,3.14,1.07,/player/?m=playerinfo&p_no=10126,10126
2022,SK_SSG,2,폰트,22  P,5.58,28,28,0,1,1,0,13,6,0,0,184.0,55,63,63.00,729,141,22,3,18,34,6,1,170,7,0,5,2.69,3.08,3.08,3.01,3.31,0.95,/player/?m=playerinfo&p_no=14759,14759
2022,SK_SSG,3,이태양,22  P,2.15,30,17,13,3,0,0,8,3,0,1,112.0,45,50,49.30,472,116,18,0,15,24,5,2,61,7,0,0,3.62,4.02,3.96,3.78,4.76,1.25,/player/?m=playerinfo&p_no=10609,10609
2022,SK_SSG,4,오원석,22  P,1.78,31,24,7,0,0,0,6,8,0,0,144.0,72,79,72.75,633,158,21,2,16,58,3,1,112,9,0,7,4.50,4.94,4.55,4.46,4.48,1.50,/player/?m=playerinfo&p_no=14581,14581
2022,넥센_키움,1,안우진,22  P,8.45,30,30,0,1,1,0,15,8,0,0,196.0,46,51,50.65,766,131,36,4,4,55,4,1,224,6,1,7,2.11,2.34,2.33,2.36,2.09,0.95,/player/?m=playerinfo&p_no=13091,13091
2022,넥센_키움,2,요키시,22  P,6.25,30,30,0,0,0,0,10,8,0,0,185.1,53,61,59.80,746,169,31,3,8,33,5,0,154,13,0,2,2.57,2.96,2.90,3.06,2.86,1.09,/player/?m=playerinfo&p_no=13940,13940
2022,넥센_키움,3,애플러,22  P,2.34,33,25,8,2,1,1,6,8,0,0,140.1,67,69,68.30,622,172,34,1,13,40,6,1,86,8,0,4,4.30,4.43,4.38,4.46,4.37,1.51,/player/?m=playerinfo&p_no=15005,15005
2022,넥센_키움,4,최원태,22  P,2.08,26,20,6,0,0,0,7,5,0,0,105.2,44,50,46.75,446,93,25,0,5,40,5,0,63,7,0,5,3.75,4.26,3.98,4.15,4.18,1.26,/player/?m=playerinfo&p_no=11379,11379
2022,NC,1,루친스키,22  P,5.68,31,31,0,0,0,0,10,12,0,0,193.2,64,77,75.10,797,184,34,2,14,34,8,1,194,10,0,9,2.97,3.58,3.49,3.49,2.80,1.13,/player/?m=playerinfo&p_no=13932,13932
2022,NC,2,구창모,22  P,4.85,19,19,0,0,0,0,11,5,0,0,111.2,26,32,30.10,451,92,16,0,7,29,4,0,108,5,0,7,2.10,2.58,2.43,2.43,3.03,1.08,/player/?m=playerinfo&p_no=11353,11353
2022,NC,3,신민혁,22  P,1.89,26,23,3,0,0,0,4,9,0,0,118.1,60,64,61.80,521,128,30,1,15,31,10,1,105,4,1,5,4.56,4.87,4.70,4.63,4.12,1.34,/player/?m=playerinfo&p_no=13085,13085
2022,NC,4,송명기,22  P,1.33,25,22,3,2,0,0,5,7,0,0,107.2,54,67,62.05,496,116,21,4,14,54,15,0,106,6,0,9,4.51,5.60,5.19,5.15,4.75,1.58,/player/?m=playerinfo&p_no=14155,14155
2022,KT,1,고영표,22  P,5.31,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,/player/?m=playerinfo&p_no=11308,11308
2022,KT,2,소형준,22  P,4.70,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.60,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.50,3.39,3.41,1.15,/player/?m=playerinfo&p_no=14600,14600
2022,KT,3,엄상백,22  P,4.13,33,22,11,0,0,0,11,2,0,0,140.1,46,52,51.15,581,125,24,2,14,46,4,0,139,4,0,1,2.95,3.33,3.28,3.12,3.60,1.22,/player/?m=playerinfo&p_no=11318,11318
2022,KT,4,데스파이네,22  P,2.27,30,29,1,0,0,0,8,12,0,0,163.0,82,94,88.20,725,198,27,0,14,48,9,2,123,13,1,7,4.53,5.19,4.87,4.70,3.98,1.51,/player/?m=playerinfo&p_no=14602,14602
2022,KT,5,배제성,22  P,1.54,24,18,6,4,0,0,3,9,0,0,107.0,50,56,54.30,458,103,15,2,8,46,1,0,89,3,0,8,4.21,4.71,4.57,4.26,3.96,1.39,/player/?m=playerinfo&p_no=11394,11394
2023,삼성,1,뷰캐넌,23  P,6.31,30,30,0,1,1,0,12,8,0,0,188.0,53,71,69.95,784,174,25,2,4,43,6,1,139,13,1,7,2.54,3.40,3.35,3.25,3.05,1.15,/player/?m=playerinfo&p_no=14617,14617
2023,삼성,2,원태인,23  P,4.48,26,26,0,0,0,0,7,7,0,0,150.0,54,61,59.95,634,157,26,1,15,34,6,2,102,4,2,6,3.24,3.66,3.60,3.58,4.17,1.27,/player/?m=playerinfo&p_no=14113,14113
2023,삼성,3,수아레즈,23  P,2.52,19,19,0,0,0,0,4,7,0,0,108.0,47,54,51.05,479,129,19,1,3,32,2,0,88,10,0,6,3.92,4.50,4.25,4.09,3.12,1.49,/player/?m=playerinfo&p_no=15001,15001
2023,KIA,1,양현종,23  P,3.54,29,29,0,0,0,0,9,11,0,0,171.0,68,78,76.45,729,181,33,1,13,48,1,1,133,9,0,5,3.58,4.11,4.02,4.13,3.70,1.34,/player/?m=playerinfo&p_no=10058,10058
2023,KIA,2,이의리,23  P,2.78,28,28,0,0,0,0,11,7,0,0,131.2,58,64,57.45,598,103,18,0,4,93,8,1,156,12,0,10,3.96,4.37,3.93,4.05,3.63,1.49,/player/?m=playerinfo&p_no=14788,14788
2023,KIA,3,윤영철,23  P,2.27,25,24,1,0,0,0,8,7,0,0,122.2,55,59,56.05,528,124,27,3,10,48,1,1,74,5,1,4,4.04,4.33,4.11,4.21,4.55,1.40,/player/?m=playerinfo&p_no=15432,15432
2023,롯데,1,반즈,23  P,5.74,30,30,0,0,0,0,11,10,0,0,170.1,62,68,65.40,734,171,34,1,6,56,15,1,147,7,0,7,3.28,3.59,3.46,3.41,3.40,1.33,/player/?m=playerinfo&p_no=15011,15011
2023,롯데,2,박세웅,23  P,4.63,27,27,0,0,0,0,9,7,0,0,154.0,59,70,67.25,657,145,24,0,8,59,4,1,129,9,0,10,3.45,4.09,3.93,3.82,3.62,1.32,/player/?m=playerinfo&p_no=11310,11310
2023,롯데,3,나균안,23  P,3.40,23,23,0,0,0,0,6,8,0,0,130.1,55,61,58.75,569,140,27,3,8,42,5,1,114,4,0,6,3.80,4.21,4.06,3.96,3.51,1.40,/player/?m=playerinfo&p_no=12930,12930
2023,롯데,4,한현희,23  P,0.95,38,18,20,3,0,0,6,12,0,3,104.0,63,69,65.60,476,123,20,4,11,44,11,1,74,3,0,6,5.45,5.97,5.68,5.53,4.97,1.61,/player/?m=playerinfo&p_no=10863,10863
2023,LG,1,플럿코,23  P,4.58,21,21,0,0,0,0,11,3,0,0,123.1,33,37,37.00,510,115,21,3,5,31,3,1,101,6,0,2,2.41,2.70,2.70,2.74,3.14,1.18,/player/?m=playerinfo&p_no=15003,15003
2023,LG,2,켈리,23  P,3.41,30,30,0,0,0,0,10,7,0,0,178.2,76,87,81.90,746,183,31,3,10,39,6,1,129,7,0,6,3.83,4.38,4.13,4.27,3.49,1.24,/player/?m=playerinfo&p_no=13934,13934
2023,LG,3,임찬규,23  P,3.40,30,26,4,1,0,0,14,3,0,1,144.2,55,63,59.75,632,142,22,2,10,54,5,1,103,10,1,1,3.42,3.92,3.72,3.91,4.16,1.35,/player/?m=playerinfo&p_no=10652,10652
2023,두산,1,알칸타라,23  P,5.79,31,31,0,0,0,0,13,9,0,0,192.0,57,67,67.00,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.14,3.34,3.38,1.07,/player/?m=playerinfo&p_no=13941,13941
2023,두산,2,곽빈,23  P,4.36,23,23,0,0,0,0,12,7,0,0,127.1,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.90,3.11,2.88,3.10,3.96,1.21,/player/?m=playerinfo&p_no=13061,13061
2023,두산,3,브랜든,23  P,3.61,18,18,0,0,0,0,11,3,0,0,104.2,29,34,33.50,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,2.88,3.03,3.16,1.05,/player/?m=playerinfo&p_no=15153,15153
2023,두산,4,최승용,23  P,1.94,34,20,14,4,0,0,3,6,1,0,111.0,49,54,52.10,479,116,11,1,9,34,4,0,82,7,0,3,3.97,4.38,4.22,4.44,4.03,1.35,/player/?m=playerinfo&p_no=14770,14770
2023,두산,5,최원준,23  P,1.23,26,20,6,1,0,0,3,10,0,0,107.2,59,60,58.50,465,119,33,1,11,28,12,0,71,2,0,1,4.93,5.02,4.89,4.95,4.57,1.37,/player/?m=playerinfo&p_no=12852,12852
2023,한화,1,페냐,23  P,4.20,32,32,0,0,0,0,11,11,0,0,177.1,71,82,79.25,751,149,28,5,14,59,18,1,147,13,4,16,3.60,4.16,4.02,3.98,4.06,1.17,/player/?m=playerinfo&p_no=15146,15146
2023,한화,2,문동주,23  P,2.96,23,23,0,0,0,0,8,8,0,0,118.2,49,52,49.95,503,113,20,2,6,42,4,0,95,2,1,5,3.72,3.94,3.79,3.82,3.65,1.31,/player/?m=playerinfo&p_no=15013,15013
2023,한화,3,산체스,23  P,2.51,24,24,0,0,0,0,7,8,0,0,126.0,53,62,60.80,540,136,23,0,13,28,6,2,99,7,0,3,3.79,4.43,4.34,4.29,3.92,1.30,/player/?m=playerinfo&p_no=15643,15643
2023,SK_SSG,1,김광현,23  P,4.48,30,30,0,0,0,0,9,8,0,0,168.1,66,75,72.75,713,163,30,0,11,70,2,0,119,9,0,5,3.53,4.01,3.89,3.89,4.19,1.38,/player/?m=playerinfo&p_no=10126,10126
2023,SK_SSG,2,엘리아스,23  P,3.54,22,21,1,1,0,0,8,6,0,0,131.1,54,58,56.80,548,140,22,1,12,33,6,1,93,5,0,0,3.70,3.97,3.89,3.78,4.09,1.32,/player/?m=playerinfo&p_no=15644,15644
2023,SK_SSG,3,맥카티,23  P,3.38,24,24,0,0,0,0,9,5,0,0,130.0,49,58,56.80,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.93,3.85,3.63,1.30,/player/?m=playerinfo&p_no=15528,15528
2023,SK_SSG,4,오원석,23  P,1.64,28,27,1,1,1,0,8,10,0,0,144.2,84,92,88.25,648,158,22,2,11,69,9,0,88,10,0,11,5.23,5.72,5.49,5.31,4.90,1.57,/player/?m=playerinfo&p_no=14581,14581
2023,SK_SSG,5,문승원,23  P,0.78,50,12,38,4,0,0,5,8,1,9,105.0,61,67,64.45,479,138,27,1,12,35,6,1,65,8,0,3,5.23,5.74,5.52,5.34,4.84,1.65,/player/?m=playerinfo&p_no=10783,10783
2023,넥센_키움,1,후라도,23  P,7.12,30,30,0,0,0,0,11,8,0,0,183.2,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.08,3.13,3.15,1.12,/player/?m=playerinfo&p_no=15531,15531
2023,넥센_키움,2,안우진,23  P,6.86,24,24,0,0,0,0,9,7,0,0,150.2,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.46,2.50,2.33,1.06,/player/?m=playerinfo&p_no=13091,13091
2023,넥센_키움,3,최원태,23  P,3.74,17,17,0,0,0,0,6,4,0,0,102.1,37,38,38.00,422,90,11,0,7,29,5,0,78,4,0,5,3.25,3.34,3.34,3.31,3.79,1.16,/player/?m=playerinfo&p_no=11379,11379
2023,NC,1,페디,23  P,7.95,30,30,0,0,0,0,20,6,0,0,180.1,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2.00,2.30,2.24,2.25,2.22,0.95,/player/?m=playerinfo&p_no=15535,15535
2023,NC,2,신민혁,23  P,1.91,29,24,5,2,0,0,5,5,0,0,122.0,54,63,63.00,519,122,27,2,14,25,6,0,97,11,0,3,3.98,4.65,4.65,4.60,4.01,1.20,/player/?m=playerinfo&p_no=13085,13085
2023,NC,3,송명기,23  P,0.86,35,17,18,4,0,0,4,9,0,0,104.1,56,64,61.60,474,106,15,2,12,47,11,0,65,8,0,6,4.83,5.52,5.31,5.33,5.38,1.47,/player/?m=playerinfo&p_no=14155,14155
2023,KT,1,고영표,23  P,5.91,28,27,1,1,0,0,12,7,0,0,174.2,54,57,57.35,706,181,27,5,7,19,9,1,114,6,0,6,2.78,2.94,2.96,2.91,3.19,1.15,/player/?m=playerinfo&p_no=11308,11308
2023,KT,2,쿠에바스,23  P,4.57,18,18,0,0,0,0,12,0,0,0,114.1,33,33,31.65,460,95,10,2,4,24,2,1,100,2,0,5,2.60,2.60,2.49,2.39,2.78,1.04,/player/?m=playerinfo&p_no=13942,13942
2023,KT,3,엄상백,23  P,2.91,20,19,1,0,0,0,7,6,0,0,111.2,45,46,45.15,454,100,16,4,6,29,2,0,89,2,0,1,3.63,3.71,3.64,3.50,3.36,1.16,/player/?m=playerinfo&p_no=11318,11318
2023,KT,4,벤자민,23  P,2.90,29,29,0,0,0,0,15,6,0,0,160.0,63,79,76.95,684,149,23,1,12,45,3,1,157,13,0,11,3.54,4.44,4.33,4.23,3.14,1.21,/player/?m=playerinfo&p_no=15143,15143
2023,KT,5,배제성,23  P,1.95,26,24,2,0,0,0,8,10,0,0,130.1,65,72,67.55,596,144,20,1,6,77,2,0,79,6,1,9,4.49,4.97,4.66,4.46,4.76,1.70,/player/?m=playerinfo&p_no=11394,11394
2024,삼성,1,레예스,24  P,2.75,17,17,0,0,0,0,7,3,0,0,92.2,36,38,36.25,400,103,11,2,7,21,3,0,74,2,0,3,3.50,3.69,3.52,3.37,3.90,1.34,/player/?m=playerinfo&p_no=15861,15861
2024,삼성,2,원태인,24  P,2.69,16,16,0,0,0,0,7,4,0,0,91.0,32,35,35.00,387,82,15,2,8,31,4,1,70,5,0,2,3.16,3.46,3.46,3.32,4.51,1.24,/player/?m=playerinfo&p_no=14113,14113
2024,삼성,3,이승현,24  P,2.03,12,12,0,0,0,0,6,3,0,0,62.2,22,25,22.90,271,55,8,1,4,26,4,0,52,3,0,3,3.16,3.59,3.29,3.10,4.37,1.29,/player/?m=playerinfo&p_no=14798,14798
2024,삼성,4,코너,24  P,1.90,17,17,0,0,0,0,6,5,0,0,94.1,42,47,45.45,404,87,12,3,13,27,13,0,98,2,0,6,4.01,4.48,4.34,4.18,4.55,1.21,/player/?m=playerinfo&p_no=15860,15860
2024,KIA,1,네일,24  P,3.36,16,16,0,0,0,0,7,2,0,0,96.2,27,43,42.30,410,95,22,1,7,19,6,0,96,12,1,2,2.51,4.00,3.94,3.94,3.38,1.18,/player/?m=playerinfo&p_no=16088,16088
2024,KIA,2,양현종,24  P,3.19,15,15,0,1,1,0,6,3,0,0,91.2,39,41,38.95,384,91,19,3,9,21,4,0,64,5,0,1,3.83,4.03,3.82,3.89,4.47,1.22,/player/?m=playerinfo&p_no=10058,10058
2024,KIA,3,윤영철,24  P,1.69,15,15,0,0,0,0,7,4,0,0,73.1,36,42,40.65,328,75,14,1,8,40,1,0,54,7,0,1,4.42,5.15,4.99,5.00,5.39,1.57,/player/?m=playerinfo&p_no=15432,15432
2024,롯데,1,윌커슨,24  P,4.31,17,17,0,1,1,1,8,5,0,0,108.2,41,44,44.00,440,112,21,2,11,11,2,0,91,5,0,3,3.40,3.64,3.64,3.51,3.68,1.13,/player/?m=playerinfo&p_no=12295,12295
2024,롯데,2,반즈,24  P,2.64,11,11,0,0,0,0,3,2,0,0,63.1,25,25,24.30,264,61,8,1,7,20,3,0,79,2,0,2,3.55,3.55,3.45,3.28,3.52,1.28,/player/?m=playerinfo&p_no=15011,15011
2024,롯데,3,박세웅,24  P,1.88,16,16,0,0,0,0,6,6,0,0,90.0,50,57,55.60,402,105,21,0,5,31,5,0,63,7,0,6,5.00,5.70,5.56,5.40,4.35,1.51,/player/?m=playerinfo&p_no=11310,11310
2024,롯데,4,나균안,24  P,-0.31,14,14,0,0,0,0,2,7,0,0,60.2,61,64,61.75,320,98,17,0,11,41,5,0,56,1,0,8,9.05,9.49,9.16,8.88,6.40,2.29,/player/?m=playerinfo&p_no=12930,12930
2024,LG,1,손주영,24  P,1.91,16,16,0,0,0,0,5,5,0,0,80.0,34,41,38.25,361,87,11,0,8,37,6,0,65,6,0,5,3.83,4.61,4.30,4.48,5.02,1.55,/player/?m=playerinfo&p_no=12908,12908
2024,LG,2,최원태,24  P,1.86,12,12,0,0,0,0,6,3,0,0,66.1,28,30,27.75,289,58,7,0,6,35,3,0,58,3,0,5,3.80,4.07,3.77,3.96,4.86,1.40,/player/?m=playerinfo&p_no=11379,11379
2024,LG,3,임찬규,24  P,1.65,13,12,1,0,0,0,4,3,0,1,64.2,31,32,30.10,287,75,20,1,8,25,3,1,67,0,0,1,4.31,4.45,4.19,4.37,4.37,1.55,/player/?m=playerinfo&p_no=10652,10652
2024,LG,4,엔스,24  P,1.62,17,17,0,0,0,0,8,2,0,0,91.1,46,51,50.65,400,98,16,0,8,30,2,0,89,7,0,3,4.53,5.03,4.99,5.18,3.89,1.40,/player/?m=playerinfo&p_no=16023,16023
2024,LG,5,켈리,24  P,1.44,16,16,0,2,2,1,4,7,0,0,96.2,50,57,57.00,417,107,14,0,13,22,5,0,58,3,0,7,4.66,5.31,5.31,5.42,5.16,1.33,/player/?m=playerinfo&p_no=13934,13934
2024,두산,1,곽빈,24  P,3.12,16,16,0,0,0,0,6,6,0,0,91.2,39,40,36.75,387,81,15,0,4,34,2,0,87,5,1,8,3.83,3.93,3.61,3.67,3.43,1.25,/player/?m=playerinfo&p_no=13061,13061
2024,두산,2,브랜든,24  P,2.25,14,14,0,0,0,0,7,4,0,0,75.0,26,34,31.75,315,75,11,2,3,11,4,0,75,9,0,2,3.12,4.08,3.81,4.02,2.79,1.15,/player/?m=playerinfo&p_no=15153,15153
2024,두산,3,알칸타라,24  P,1.66,11,11,0,0,0,0,2,2,0,0,62.1,28,29,28.65,257,54,7,3,9,19,2,0,31,3,0,0,4.04,4.19,4.14,4.35,5.72,1.17,/player/?m=playerinfo&p_no=13941,13941
2024,한화,1,류현진,24  P,2.23,15,15,0,0,0,0,5,4,0,0,85.0,35,43,41.95,363,94,9,1,4,20,1,0,72,5,0,1,3.71,4.55,4.44,4.50,3.41,1.34,/player/?m=playerinfo&p_no=10590,10590
2024,한화,2,문동주,24  P,0.18,13,13,0,0,0,0,3,6,0,0,66.1,51,55,53.60,318,98,16,2,10,29,3,1,46,2,0,6,6.92,7.46,7.27,7.21,5.75,1.91,/player/?m=playerinfo&p_no=15013,15013
2024,SK_SSG,1,오원석,24  P,2.96,18,17,1,0,0,0,5,5,0,1,86.2,40,41,38.40,374,74,6,1,8,42,8,1,83,5,0,3,4.15,4.26,3.99,3.92,4.65,1.34,/player/?m=playerinfo&p_no=14581,14581
2024,SK_SSG,2,김광현,24  P,1.93,16,16,0,0,0,0,6,5,0,0,83.2,47,48,47.65,356,80,15,0,14,36,2,0,80,2,0,4,5.06,5.16,5.13,4.99,5.21,1.39,/player/?m=playerinfo&p_no=10126,10126
2024,넥센_키움,1,후라도,24  P,3.35,16,16,0,0,0,0,8,4,0,0,98.1,37,39,38.30,414,101,17,1,8,20,4,0,84,4,1,3,3.39,3.57,3.51,3.64,3.79,1.23,/player/?m=playerinfo&p_no=15531,15531
2024,넥센_키움,2,헤이수스,24  P,2.85,16,16,0,0,0,0,9,4,0,0,91.1,34,40,38.80,383,82,17,1,10,25,8,0,94,5,1,3,3.35,3.94,3.82,3.97,4.05,1.17,/player/?m=playerinfo&p_no=16138,16138
2024,넥센_키움,3,하영민,24  P,1.13,14,14,0,0,0,0,6,4,0,0,69.2,38,43,42.15,319,81,16,3,4,29,3,0,46,6,0,5,4.91,5.56,5.45,5.66,4.65,1.58,/player/?m=playerinfo&p_no=11222,11222
2024,NC,1,하트,24  P,3.36,16,16,0,0,0,0,7,2,0,0,98.0,32,36,36.00,399,89,13,1,6,23,4,0,104,6,0,1,2.94,3.31,3.31,3.39,3.13,1.14,/player/?m=playerinfo&p_no=16065,16065
2024,NC,2,신민혁,24  P,1.70,16,16,0,0,0,0,5,6,0,0,81.2,42,46,43.05,354,100,19,3,12,8,4,0,48,3,0,1,4.63,5.07,4.74,4.90,4.93,1.32,/player/?m=playerinfo&p_no=13085,13085
2024,NC,3,카스타노,24  P,1.51,15,15,0,0,0,0,6,4,0,0,89.1,39,50,49.65,378,89,19,2,9,17,7,0,70,7,0,0,3.93,5.04,5.00,5.15,4.27,1.19,/player/?m=playerinfo&p_no=16064,16064
2024,NC,4,김시훈,24  P,1.23,17,15,2,0,0,0,2,2,0,0,69.2,38,40,39.30,316,72,15,1,6,44,2,0,51,4,0,1,4.91,5.17,5.08,5.24,5.44,1.67,/player/?m=playerinfo&p_no=13080,13080
2024,KT,1,쿠에바스,24  P,2.92,16,16,0,0,0,0,4,7,0,0,95.1,43,45,45.00,396,80,18,2,10,32,1,3,94,7,0,2,4.06,4.25,4.25,4.10,3.96,1.17,/player/?m=playerinfo&p_no=13942,13942
2024,KT,2,벤자민,24  P,1.91,13,13,0,0,0,0,6,4,0,0,72.0,36,39,36.65,293,59,14,2,10,20,2,0,73,4,0,1,4.50,4.88,4.58,4.51,4.26,1.10,/player/?m=playerinfo&p_no=15143,15143
2024,KT,3,엄상백,24  P,1.79,16,16,0,0,0,0,7,7,0,0,86.0,48,50,50.00,367,90,15,1,16,24,1,0,98,0,0,1,5.02,5.23,5.23,5.11,4.46,1.33,/player/?m=playerinfo&p_no=11318,11318
